subject,delta_mean_connectivity,delta_density,delta_total_strength,delta_std_edge_weight,delta_max_edge_weight,delta_min_edge_weight,delta_entropy,delta_mean_strength,delta_std_strength,delta_mean_clustering,delta_std_clustering,delta_average_clustering,delta_betweenness_mean,delta_betweenness_std,delta_eigenvector_mean,delta_eigenvector_std,delta_global_efficiency,delta_path_length,delta_modularity,delta_transitivity,delta_assortativity,theta_mean_connectivity,theta_density,theta_total_strength,theta_std_edge_weight,theta_max_edge_weight,theta_min_edge_weight,theta_entropy,theta_mean_strength,theta_std_strength,theta_mean_clustering,theta_std_clustering,theta_average_clustering,theta_betweenness_mean,theta_betweenness_std,theta_eigenvector_mean,theta_eigenvector_std,theta_global_efficiency,theta_path_length,theta_modularity,theta_transitivity,theta_assortativity,alpha_mean_connectivity,alpha_density,alpha_total_strength,alpha_std_edge_weight,alpha_max_edge_weight,alpha_min_edge_weight,alpha_entropy,alpha_mean_strength,alpha_std_strength,alpha_mean_clustering,alpha_std_clustering,alpha_average_clustering,alpha_betweenness_mean,alpha_betweenness_std,alpha_eigenvector_mean,alpha_eigenvector_std,alpha_global_efficiency,alpha_path_length,alpha_modularity,alpha_transitivity,alpha_assortativity,beta_mean_connectivity,beta_density,beta_total_strength,beta_std_edge_weight,beta_max_edge_weight,beta_min_edge_weight,beta_entropy,beta_mean_strength,beta_std_strength,beta_mean_clustering,beta_std_clustering,beta_average_clustering,beta_betweenness_mean,beta_betweenness_std,beta_eigenvector_mean,beta_eigenvector_std,beta_global_efficiency,beta_path_length,beta_modularity,beta_transitivity,beta_assortativity,gamma_mean_connectivity,gamma_density,gamma_total_strength,gamma_std_edge_weight,gamma_max_edge_weight,gamma_min_edge_weight,gamma_entropy,gamma_mean_strength,gamma_std_strength,gamma_mean_clustering,gamma_std_clustering,gamma_average_clustering,gamma_betweenness_mean,gamma_betweenness_std,gamma_eigenvector_mean,gamma_eigenvector_std,gamma_global_efficiency,gamma_path_length,gamma_modularity,gamma_transitivity,gamma_assortativity
sub-001_task-eyesclosed_eeg,0.9801456341688358,1.0,335.20980688574184,0.012478363908302103,0.9971858206084536,0.9392477315815347,5.141582126772777,17.64262141503904,0.10551388113711971,0.9828676482821269,0.003707486065739756,0.9828676482821269,0.0,0.0,0.2294120415370653,0.0013015933175347756,1.0,1.0204242369322816,0.0,1.0,-0.05555555555555558,0.8489517739876089,1.0,290.34150670376226,0.09028764857668695,0.9758428047214504,0.609196660949587,5.135848161451824,15.281131931776962,0.4540635028074268,0.8666622317329115,0.017391425459197845,0.8666622317329115,0.0,0.0,0.2293255752503369,0.0064311339179395745,1.0,1.1926246577171233,0.0,1.0,-0.05555555555555555,0.8369788294517243,1.0,286.2467596724897,0.08472841379423442,0.9734729078343571,0.6270400348352265,5.136433007430936,15.06561893013104,0.4483435507241643,0.8568851291751023,0.016967454294190987,0.8568851291751023,0.0,0.0,0.22932406506564132,0.006484761301539397,1.0,1.2079709507836935,0.0,1.0,-0.055555555555555566,0.7592769055180771,1.0,259.6727016871824,0.10789896419532947,0.9613437347986628,0.40172821749400545,5.131149159100801,13.666984299325392,0.754848413625552,0.7847940916458688,0.02938892129595789,0.7847940916458688,0.0006879944960440316,0.002005831405175542,0.22909792094714546,0.01207151875548088,1.0,1.3484401107757105,0.0,1.0,-0.05555555555555555,0.5206487593303296,1.0,178.06187569097273,0.19311944601754444,0.9554294103737939,0.008704607481321274,5.06553589621862,9.371677667945933,1.185712011763286,0.5169276355750109,0.05396399289594554,0.5169276355750108,0.042999656002751976,0.11841502565641644,0.22766958933898446,0.028251319218518412,1.0,2.0900243968540093,1.1102230246251565e-16,1.0,-0.05555555555555554
sub-002_task-eyesclosed_eeg,0.9826027538151022,1.0,336.05014180476496,0.008587061450262135,0.9955978439565271,0.9570238071552478,5.141625284720639,17.686849568671835,0.07554301017934971,0.9869271628476987,0.0026516754027350003,0.9869271628476989,0.0,0.0,0.2294138493872734,0.0009298691745821218,1.0,1.017783421890767,0.0,1.0,-0.055555555555555566,0.7675114652816905,1.0,262.48892112633814,0.13269026023493055,0.9786286783175645,0.4830696803628709,5.12631043326414,13.815206375070428,0.5843860559573361,0.7762774722622017,0.022641542003727907,0.7762774722622017,0.0,0.0,0.22922222249589827,0.009420810018747339,1.0,1.3465125418942179,0.0,1.0,-0.05555555555555555,0.343910771949246,1.0,152.60639000285514,0.2703436225101113,0.9495951022099645,0.009704703310721697,4.947036237719855,8.031915263308164,0.6818523004196326,0.40418871844804444,0.030865038617786812,0.40418871844804444,0.05710354317165462,0.08179470472831521,0.22836060885205506,0.02197751742320226,1.0,2.437627642730203,0.0,1.0,-0.055555555555555566,0.5875893375199925,1.0,200.95555343183744,0.16117517062597544,0.9335248175607384,0.3041753827513982,5.103958362393715,10.576608075359866,0.5646245920344347,0.6135140268530097,0.022352271649869568,0.6135140268530098,0.010319917440660475,0.021967395997371315,0.2290490832056867,0.012965200731297123,1.0,1.8403187311981188,0.0,1.0,-0.055555555555555546,0.6163765477526173,1.0,210.80077933139512,0.17834673548083696,0.953283244660527,0.22838111447569456,5.09756132883402,11.094777859547111,1.840474975856345,0.6328120790903725,0.07037173763424982,0.6328120790903724,0.016167870657034743,0.033081019002879415,0.2263558013757155,0.037344747032562575,1.0,1.772152981311225,0.0,1.0,-0.05555555555555556
sub-003_task-eyesclosed_eeg,0.9588788350972309,1.0,327.936561603253,0.018834482268142806,0.9884962699182115,0.9109374332671913,5.141469834919661,17.25981903175016,0.12886716916556665,0.9699243471585751,0.0045763394293559245,0.9699243471585753,0.0,0.0,0.22940997008967431,0.001626213646215645,1.0,1.0432921776164865,0.0,1.0,-0.05555555555555553,0.6885201579787203,1.0,235.47389402872236,0.1651037015270458,0.9713288506707267,0.3331350417705303,5.112004635443181,12.393362843616964,0.8435151627907062,0.6951438065001533,0.03253787906291158,0.6951438065001533,0.00997592019263846,0.03190470161865,0.22883216569656128,0.016352947440444854,1.0,1.5480983679940965,0.0,1.0,-0.05555555555555558,0.39499655350065416,1.0,145.28796430573442,0.300126693299908,0.9717325115710596,0.002874904388288985,4.858660405453246,7.646734963459706,1.5654416344006536,0.34535141035876593,0.06378540870150823,0.3453514103587659,0.09666322669418645,0.11493215240636578,0.2185970975551304,0.06961959413729173,1.0,2.4493880301138944,0.0,1.0,-0.055555555555555566,0.7658477502846726,1.0,261.919930597358,0.08682438265930352,0.9441887553664986,0.6220219121022497,5.135286742965727,13.785259505124106,0.38831113973899467,0.807728976911562,0.01442002594207006,0.8077289769115619,0.0,0.0,0.22932723661148235,0.006371616396928781,1.0,1.322333082808257,0.0,1.0,-0.05555555555555556,0.7244024591603356,1.0,247.74564103283478,0.09068141659629168,0.9267571293133345,0.5449706190253224,5.133897033394591,13.039244264886042,0.5532935918205265,0.7779148532582465,0.02090406747186912,0.7779148532582465,0.0,0.0,0.22922060853314344,0.009459998470605437,1.0,1.4018560044105208,1.1102230246251565e-16,1.0,-0.05555555555555555
sub-004_task-eyesclosed_eeg,0.9613519903529775,1.0,328.7823807007183,0.02078277221471122,0.9930073509579405,0.8922901645308937,5.141428187276876,17.304335826353594,0.18125237220030005,0.9679984872546242,0.006418243622800921,0.9679984872546243,0.0,0.0,0.2294043684945147,0.0022835636626415724,1.0,1.0406987720028449,0.0,1.0,-0.05555555555555556,0.7981560012812813,1.0,272.9693524381982,0.11282804741011816,0.979678883270787,0.5267669617967298,5.131376077922246,14.366808023063063,0.6630439211618394,0.8094257099690022,0.02533792943890588,0.8094257099690022,0.0,0.0,0.2291833919623246,0.010322392940201427,1.0,1.2809332677504819,0.0,1.0,-0.05555555555555557,0.7959979490257701,1.0,272.2312985668134,0.09945187592180102,0.9716167869746003,0.5644692280837593,5.133714488031513,14.32796308246386,0.6723577042190376,0.8153093596183494,0.02511490715994834,0.8153093596183494,0.0,0.0,0.22917821707645503,0.010436654877195885,1.0,1.2773965083090866,0.0,1.0,-0.05555555555555557,0.65987107910236,1.0,225.7386080012622,0.16724195245071166,0.9598206518593558,0.015674737063768714,5.105753429544954,11.880979368487484,1.828311502330349,0.6748522843973258,0.07304748541849446,0.6748522843973257,0.02235982112143103,0.09182987045541652,0.22684820432987082,0.03422676057826077,1.0,1.624323682326275,0.0,1.0,-0.05555555555555556,0.46974522947357816,1.0,165.66437212459385,0.24593733406433574,0.9587058437719858,0.00433405141824094,4.984838022374568,8.719177480241783,2.642219783704832,0.4635411398515905,0.11225999544084427,0.46354113985159057,0.0715514275885793,0.17481898177034969,0.2189804142679764,0.0684043647320394,1.0,2.4174183688389537,0.0,1.0,-0.05555555555555554
sub-005_task-eyesclosed_eeg,0.9633104047022581,1.0,329.4521584081723,0.022339786472980596,0.9949263665194472,0.89569354038175,5.141393043862343,17.339587284640647,0.2599235770516613,0.9681149450123651,0.009143933845981684,0.9681149450123648,0.0,0.0,0.2293924833594983,0.003266117807233939,1.0,1.0386556349191371,0.0,1.0,-0.055555555555555566,0.903363074526519,1.0,308.9501714880695,0.04598461046222047,0.9848566551226322,0.7932401069707538,5.140358302110006,16.26053534147734,0.35604755287484574,0.9165633689982876,0.012738934421186291,0.9165633689982876,0.0,0.0,0.22936563421818326,0.00479424520221558,1.0,1.1099159190589034,0.0,1.0,-0.05555555555555555,0.7990770184553995,1.0,273.28434031174663,0.09456667669603448,0.9735881987981779,0.5831094374867226,5.134559528757573,14.38338633219719,0.570594113355858,0.8170945754856235,0.021058326002167883,0.8170945754856235,0.0,0.0,0.22925432344106236,0.008604308859471993,1.0,1.270025606692282,0.0,1.0,-0.05555555555555556,0.7183097543356491,1.0,245.661935982792,0.120831953999589,0.9631492546839729,0.4200604918745872,5.12734696338762,12.929575578041684,0.9933634479757243,0.7398324934306306,0.0366350701237049,0.7398324934306307,0.0006879944960440316,0.002918913441430537,0.22878832360264736,0.016955292107738218,1.0,1.4344519518660943,0.0,1.0,-0.05555555555555557,0.6189360741214267,1.0,211.67613734952792,0.19818454866357332,0.9682063317766499,0.04256935341093583,5.084387960884756,11.14084933418568,2.0035794037727164,0.6197359962247994,0.07905670978192926,0.6197359962247995,0.030959752321981424,0.10285920380340285,0.22581503562995806,0.040486400566229534,1.0,1.769889434895931,0.0,1.0,-0.05555555555555557
sub-006_task-eyesclosed_eeg,0.980260280228809,1.0,335.24901583825266,0.008925169031656917,0.9964253044495456,0.9566207468948646,5.141622034196109,17.64468504411856,0.07721534056067472,0.9837548294727214,0.002706871330762382,0.9837548294727214,0.0,0.0,0.22941375637993056,0.000952539247637461,1.0,1.0202221407282785,0.0,1.0,-0.055555555555555566,0.9238149085176709,1.0,315.94469871304346,0.031248219846717707,0.9844813062242346,0.8649499031570419,5.14109188872629,16.628668353318076,0.17498015872172695,0.9380364608783938,0.006230012827694906,0.9380364608783938,0.0,0.0,0.22940429733228904,0.0022907013876000536,1.0,1.0837050859268618,0.0,1.0,-0.05555555555555555,0.3339170595904517,1.0,160.83602196214852,0.2832175407158209,0.9757407722725411,0.007960683275429018,4.951120408230118,8.465053787481502,1.730038983538956,0.4208663268397009,0.06506098702688053,0.4208663268397008,0.06776745786033712,0.08889117862436126,0.22120929010868126,0.06081142094197204,1.0,2.3216442308986625,0.0,1.0,-0.05555555555555556,0.48150014934611,1.0,164.81833974692978,0.21145174985055976,0.9411278116131933,0.03632216764003993,5.0397327190726555,8.674649460364725,0.962524965425151,0.47664521945739796,0.04239436820417763,0.47664521945739796,0.04024767801857585,0.07617034363115803,0.22776494468427422,0.027471966080678208,1.0,2.289259288133639,0.0,1.0,-0.055555555555555566,0.46361264423233906,1.0,159.4039144690798,0.19206522273024051,0.9030886778896349,0.07089663466343751,5.05173040914469,8.389679708898939,1.6025679007713434,0.48980454058751555,0.06748392012831228,0.48980454058751555,0.03508771929824561,0.1216165284399023,0.22520022922659189,0.04377711392564499,1.0,2.3578053771203042,0.0,1.0,-0.05555555555555556
sub-007_task-eyesclosed_eeg,0.9656905434800872,1.0,330.2661658701898,0.01589812744342365,0.9929181822759997,0.9287146085918287,5.141527787489861,17.38242978264157,0.07991225326978624,0.9724922912443178,0.002824180222132579,0.9724922912443178,0.0,0.0,0.22941355153241663,0.0010006601079481944,1.0,1.0358106360194002,0.0,1.0,-0.05555555555555555,0.7812719049986072,1.0,267.1949915095237,0.09779414236894156,0.9642604490119296,0.5800088550664492,5.133832609549281,14.06289428997493,0.32024161025861736,0.8059407324845593,0.01215604522464366,0.8059407324845592,0.0,0.0,0.22936125904909335,0.004999179410974504,1.0,1.3002997348046466,0.0,1.0,-0.055555555555555566,0.7699284485803771,1.0,263.315529414489,0.09727041335532002,0.9604404252391955,0.5844586746345173,5.13370453244651,13.858712074446792,0.4569217859540838,0.7974862716432655,0.016977655083412795,0.7974862716432655,0.0,0.0,0.22929466989125297,0.007452067285642412,1.0,1.3197193670937624,0.0,1.0,-0.05555555555555557,0.727811419621838,1.0,248.9115055106686,0.10449919004572224,0.951326961999116,0.4684166871722104,5.131279548299908,13.100605553193086,0.6652631723522637,0.7601751255270537,0.025134666956278032,0.7601751255270538,0.0,0.0,0.2291482702034534,0.011074710385987679,1.0,1.40381011869219,0.0,1.0,-0.055555555555555546,0.5395562332462548,1.0,184.52823177021912,0.1797755596130046,0.916852766428672,0.1005699403617144,5.081766453620999,9.712012198432587,1.4177004486969926,0.5677691420195486,0.06017516109825597,0.5677691420195486,0.02545579635362917,0.06257914129617441,0.2271330218182913,0.032282647770281316,1.0,2.015351046779159,1.1102230246251565e-16,1.0,-0.05555555555555555
sub-008_task-eyesclosed_eeg,0.8550761166859522,1.0,292.43603190659564,0.07027562298481176,0.9789531971669703,0.6809231132857548,5.138253314963071,15.391370100347137,0.42474976864933056,0.8715959577339234,0.015471093101728043,0.8715959577339234,0.0,0.0,0.22933670627042846,0.006021138131585649,1.0,1.1776812706519881,0.0,1.0,-0.05555555555555555,0.7991164561059259,1.0,273.29782798822663,0.10389434468433036,0.9764470958043848,0.526782227946822,5.133009219225082,14.384096209906664,0.5623776678546676,0.8138363123633594,0.02132049159557468,0.8138363123633594,0.0,0.0,0.22924594216428515,0.008824791701659014,1.0,1.2746381902148118,0.0,1.0,-0.05555555555555555,0.7407484630931984,1.0,253.33597437787387,0.13140414477282716,0.9716216268801189,0.38210503102141485,5.12540446990926,13.333472335677572,0.7238190572274829,0.7544132365826923,0.027880935527859373,0.7544132365826922,0.004471964224286206,0.01897293736929849,0.22908857067697422,0.01224768274202931,1.0,1.399287683196641,0.0,1.0,-0.05555555555555558,0.6519899325790829,1.0,222.98055694204635,0.1363175791349104,0.9660115734617082,0.39795213148181746,5.120043105287737,11.735818786423492,0.8258399642649826,0.6659253071959184,0.029691427684708182,0.6659253071959182,0.004471964224286206,0.01897293736929849,0.2287783293069825,0.017089616346609278,1.0,1.601683257899214,1.1102230246251565e-16,1.0,-0.05555555555555554,0.5975956970739867,1.0,204.37772839930346,0.1658982083752847,0.9609376958213833,0.15851797027892847,5.103241449038457,10.756722547331762,1.5679778311441839,0.6096062214181576,0.05702778689189966,0.6096062214181576,0.009631922944616442,0.03368715011309279,0.2268815829729594,0.034004797529945105,1.0,1.794863079037031,0.0,1.0,-0.05555555555555557
sub-009_task-eyesclosed_eeg,0.9819105733204865,1.0,335.81341607560637,0.012623610329128216,0.9979576345336307,0.9378076622113075,5.141580309445636,17.674390319768754,0.13352753538064502,0.983882206161203,0.004691549967842119,0.983882206161203,0.0,0.0,0.2294098156444427,0.0016478571998875496,1.0,1.01859469094201,-1.1102230246251565e-16,1.0,-0.05555555555555555,0.8134089030006056,1.0,278.18584482620713,0.11070702903364851,0.9838710903222176,0.49416791953074246,5.131995548164966,14.641360254010902,0.7154018934316476,0.8217832619703904,0.027367142718789088,0.8217832619703903,0.0,0.0,0.22915035430711153,0.01103150344665999,1.0,1.256174423319526,0.0,1.0,-0.05555555555555554,0.39591448878499186,1.0,148.52883370094492,0.29599665529923175,0.9512789524360566,1.1340892821848223e-06,4.872551500840389,7.817307036891838,0.6000349457792417,0.3577818128909769,0.038344409266820666,0.3577818128909769,0.09322325421396628,0.10855934022072983,0.22760018435031074,0.028805121611841622,1.0,2.431315367123447,0.0,1.0,-0.05555555555555555,0.5714853173716901,1.0,195.447978541118,0.18585093477202852,0.9603884047142056,0.25284194362774925,5.088580772426126,10.28673571269042,0.7138262525085189,0.5741409522802406,0.02748179434229078,0.5741409522802406,0.016511867905056758,0.023743287136893564,0.22885693463798065,0.016002575276357265,1.0,1.9417271975230814,0.0,1.0,-0.055555555555555566,0.6094193573779925,1.0,208.42142022327343,0.20190177492454428,0.9785589440161652,0.03248318415532682,5.081600246531333,10.969548432803863,1.7199989933310975,0.6006404588582069,0.06758258654832433,0.6006404588582069,0.022703818369453045,0.04195074294991715,0.22679705787762783,0.03456404903104331,1.0,1.8175518388510015,0.0,1.0,-0.05555555555555556
sub-010_task-eyesclosed_eeg,0.9896164451852134,1.0,338.448824253343,0.004950352312461834,0.9977477417524394,0.9731144859653539,5.141651000433024,17.813096013333844,0.05051108729373685,0.991844387377819,0.0017679995444069968,0.991844387377819,0.0,0.0,0.2294149044086831,0.000616913708083732,1.0,1.0105179580484973,0.0,1.0,-0.05555555555555555,0.9605586050209916,1.0,328.5110429171791,0.016292558177834728,0.9919156404829153,0.9163991751554045,5.14151933214311,17.29005489037785,0.1227046706050966,0.9683060560601416,0.004329620358378308,0.9683060560601414,0.0,0.0,0.2294105526412213,0.0015418444207713228,1.0,1.0413627625502377,0.0,1.0,-0.055555555555555546,0.708000981290966,1.0,242.13633560151038,0.15569765577718125,0.9629661872728504,0.36844839909778887,5.11677707791927,12.744017663237388,1.0124216996206954,0.7239531364469145,0.03875035082078175,0.7239531364469144,0.005503955968352253,0.017775040499159015,0.22863926507498689,0.01885909365103007,1.0,1.491141027308849,-1.1102230246251565e-16,1.0,-0.05555555555555556,0.6739258822404943,1.0,230.48265172624906,0.13209780671665844,0.9370252791497837,0.3921469827263402,5.1224365832129735,12.130665880328896,0.9046861801382025,0.7109702864300945,0.03443961429940405,0.7109702864300946,0.0006879944960440316,0.002918913441430537,0.22877778143061853,0.017096949173831043,1.0,1.5434066338019676,0.0,1.0,-0.055555555555555566,0.6555318415395562,1.0,228.20258505746023,0.22257671597115933,0.9503558101189442,0.0004136589485929287,5.064155322304414,12.010662371445276,2.57020418806849,0.6738253360878561,0.1198747534507108,0.6738253360878561,0.05125558995528036,0.21745905138657495,0.22425498957845894,0.04838676055011022,1.0,1.7055497321475501,0.0,1.0,-0.055555555555555546
